t1,t2,station,channel,location
1977-01-14T00:00:00.512000Z,1977-01-15T00:00:06.398792Z,S16,MHZ,01
1977-01-14T00:00:00.474000Z,1977-01-15T00:00:06.360792Z,S16,MH1,01
1977-01-14T00:00:00.493000Z,1977-01-15T00:00:06.379792Z,S16,MH2,01
1977-01-14T00:00:00.408000Z,1977-01-15T00:00:06.426868Z,S16,SHZ,
1977-01-15T00:00:00.606000Z,1977-01-15T23:59:58.643736Z,S12,MHZ,01
1977-01-15T00:00:00.568000Z,1977-01-15T23:59:58.605736Z,S12,MH1,01
1977-01-15T00:00:00.587000Z,1977-01-15T23:59:58.624736Z,S12,MH2,01
1977-01-15T00:00:00.649000Z,1977-01-16T00:00:04.120698Z,S14,MHZ,00
1977-01-15T00:00:00.611000Z,1977-01-16T00:00:04.082698Z,S14,MH1,00
1977-01-15T00:00:00.630000Z,1977-01-16T00:00:04.101698Z,S14,MH2,00
1977-01-15T00:00:00.545000Z,1977-01-16T00:00:04.148774Z,S14,SHZ,
1977-01-15T00:00:00.521000Z,1977-01-16T00:00:02.181377Z,S15,MHZ,01
1977-01-15T00:00:00.483000Z,1977-01-16T00:00:02.143377Z,S15,MH1,01
1977-01-15T00:00:00.502000Z,1977-01-16T00:00:02.162377Z,S15,MH2,01
1977-01-15T00:00:00.417000Z,1977-01-16T00:00:02.209453Z,S15,SHZ,
1977-01-15T00:00:00.498000Z,1977-01-16T00:00:06.384792Z,S16,MHZ,01
1977-01-15T00:00:00.460000Z,1977-01-16T00:00:06.346792Z,S16,MH1,01
1977-01-15T00:00:00.479000Z,1977-01-16T00:00:06.365792Z,S16,MH2,01
1977-01-15T00:00:00.394000Z,1977-01-16T00:00:06.412868Z,S16,SHZ,
1977-01-16T00:00:00.565000Z,1977-01-16T23:14:56.715943Z,S12,MHZ,01
1977-01-16T00:00:00.527000Z,1977-01-16T23:14:56.677943Z,S12,MH1,01
1977-01-16T00:00:00.546000Z,1977-01-16T23:14:56.696943Z,S12,MH2,01
1977-01-16T00:00:00.205000Z,1977-01-16T23:15:02.997453Z,S14,MHZ,00
1977-01-16T00:00:00.167000Z,1977-01-16T23:15:02.959453Z,S14,MH1,00
1977-01-16T00:00:00.186000Z,1977-01-16T23:15:02.978453Z,S14,MH2,00
1977-01-16T00:00:00.101000Z,1977-01-16T23:15:03.025528Z,S14,SHZ,
1977-01-16T00:00:00.135000Z,1977-01-16T23:15:01.116132Z,S15,MHZ,01
1977-01-16T00:00:00.097000Z,1977-01-16T23:15:01.078132Z,S15,MH1,01
1977-01-16T00:00:00.116000Z,1977-01-16T23:15:01.097132Z,S15,MH2,01
1977-01-16T00:00:00.031000Z,1977-01-16T23:15:01.144208Z,S15,SHZ,
1977-01-16T00:00:00.496000Z,1977-01-16T23:15:04.496000Z,S16,MHZ,01
1977-01-16T00:00:00.458000Z,1977-01-16T23:15:04.458000Z,S16,MH1,01
1977-01-16T00:00:00.477000Z,1977-01-16T23:15:04.477000Z,S16,MH2,01
1977-01-16T00:00:00.392000Z,1977-01-16T23:15:04.524075Z,S16,SHZ,
1977-01-17T00:02:40.830986Z,1977-01-17T23:59:59.472495Z,S12,MHZ,01
1977-01-17T00:02:40.792986Z,1977-01-17T23:59:59.434495Z,S12,MH1,01
1977-01-17T00:02:40.811986Z,1977-01-17T23:59:59.453495Z,S12,MH2,01
1977-01-17T00:01:49.027025Z,1977-01-18T00:00:04.423251Z,S14,MHZ,00
1977-01-17T00:01:48.989025Z,1977-01-18T00:00:04.385251Z,S14,MH1,00
1977-01-17T00:01:49.008025Z,1977-01-18T00:00:04.404251Z,S14,MH2,00
1977-01-17T00:01:48.923025Z,1977-01-18T00:00:04.451327Z,S14,SHZ,
1977-01-17T00:01:49.066611Z,1977-01-18T00:00:02.651517Z,S15,MHZ,01
1977-01-17T00:01:49.028611Z,1977-01-18T00:00:02.613517Z,S15,MH1,01
1977-01-17T00:01:49.047611Z,1977-01-18T00:00:02.632517Z,S15,MH2,01
1977-01-17T00:01:48.962611Z,1977-01-18T00:00:02.679592Z,S15,SHZ,
1977-01-17T00:01:49.186503Z,1977-01-18T00:00:06.394050Z,S16,MHZ,01
1977-01-17T00:01:49.148503Z,1977-01-18T00:00:06.356050Z,S16,MH1,01
1977-01-17T00:01:49.167503Z,1977-01-18T00:00:06.375050Z,S16,MH2,01
1977-01-17T00:01:49.082503Z,1977-01-18T00:00:06.422126Z,S16,SHZ,
1977-01-18T00:00:00.602000Z,1977-01-18T23:59:59.243509Z,S12,MHZ,01
1977-01-18T00:00:00.564000Z,1977-01-18T23:59:59.205509Z,S12,MH1,01
1977-01-18T00:00:00.583000Z,1977-01-18T23:59:59.224509Z,S12,MH2,01
1977-01-18T00:00:00.509000Z,1977-01-19T00:00:04.584472Z,S14,MHZ,00
1977-01-18T00:00:00.471000Z,1977-01-19T00:00:04.546472Z,S14,MH1,00
1977-01-18T00:00:00.490000Z,1977-01-19T00:00:04.565472Z,S14,MH2,00
1977-01-18T00:00:00.405000Z,1977-01-19T00:00:04.612547Z,S14,SHZ,
1977-01-18T00:00:00.669000Z,1977-01-19T00:00:02.329377Z,S15,MHZ,01
1977-01-18T00:00:00.631000Z,1977-01-19T00:00:02.291377Z,S15,MH1,01
1977-01-18T00:00:00.650000Z,1977-01-19T00:00:02.310377Z,S15,MH2,01
1977-01-18T00:00:00.565000Z,1977-01-19T00:00:02.357453Z,S15,SHZ,
1977-01-18T00:00:00.521000Z,1977-01-19T00:00:06.407792Z,S16,MHZ,01
1977-01-18T00:00:00.483000Z,1977-01-19T00:00:06.369792Z,S16,MH1,01
1977-01-18T00:00:00.502000Z,1977-01-19T00:00:06.388792Z,S16,MH2,01
1977-01-18T00:00:00.417000Z,1977-01-19T00:00:06.435868Z,S16,SHZ,
1977-01-19T00:00:00.384000Z,1977-01-19T23:59:59.025509Z,S12,MHZ,01
1977-01-19T00:00:00.346000Z,1977-01-19T23:59:58.987509Z,S12,MH1,01
1977-01-19T00:00:00.365000Z,1977-01-19T23:59:59.006509Z,S12,MH2,01
1977-01-19T00:00:00.693000Z,1977-01-20T00:00:04.164698Z,S14,MHZ,00
1977-01-19T00:00:00.655000Z,1977-01-20T00:00:04.126698Z,S14,MH1,00
1977-01-19T00:00:00.674000Z,1977-01-20T00:00:04.145698Z,S14,MH2,00
1977-01-19T00:00:00.589000Z,1977-01-20T00:00:04.192774Z,S14,SHZ,
1977-01-19T00:00:00.382000Z,1977-01-20T00:00:02.042377Z,S15,MHZ,01
1977-01-19T00:00:00.344000Z,1977-01-20T00:00:02.004377Z,S15,MH1,01
1977-01-19T00:00:00.363000Z,1977-01-20T00:00:02.023377Z,S15,MH2,01
1977-01-19T00:00:00.278000Z,1977-01-20T00:00:02.070453Z,S15,SHZ,
1977-01-19T00:00:00.546000Z,1977-01-20T00:00:06.432792Z,S16,MHZ,01
1977-01-19T00:00:00.508000Z,1977-01-20T00:00:06.394792Z,S16,MH1,01
1977-01-19T00:00:00.527000Z,1977-01-20T00:00:06.413792Z,S16,MH2,01
1977-01-19T00:00:00.442000Z,1977-01-20T00:00:06.460868Z,S16,SHZ,
1977-01-20T00:00:00.198000Z,1977-01-20T23:59:59.443283Z,S12,MHZ,01
1977-01-20T00:00:00.160000Z,1977-01-20T23:59:59.405283Z,S12,MH1,01
1977-01-20T00:00:00.179000Z,1977-01-20T23:59:59.424283Z,S12,MH2,01
1977-01-20T00:00:00.288000Z,1977-01-21T00:00:04.363472Z,S14,MHZ,00
1977-01-20T00:00:00.250000Z,1977-01-21T00:00:04.325472Z,S14,MH1,00
1977-01-20T00:00:00.269000Z,1977-01-21T00:00:04.344472Z,S14,MH2,00
1977-01-20T00:00:00.184000Z,1977-01-21T00:00:04.391547Z,S14,SHZ,
1977-01-20T00:00:00.124000Z,1977-01-21T00:00:02.388151Z,S15,MHZ,01
1977-01-20T00:00:00.086000Z,1977-01-21T00:00:02.350151Z,S15,MH1,01
1977-01-20T00:00:00.105000Z,1977-01-21T00:00:02.369151Z,S15,MH2,01
1977-01-20T00:00:00.020000Z,1977-01-21T00:00:02.416226Z,S15,SHZ,
1977-01-20T00:00:00.579000Z,1977-01-21T00:00:06.465792Z,S16,MHZ,01
1977-01-20T00:00:00.541000Z,1977-01-21T00:00:06.427792Z,S16,MH1,01
1977-01-20T00:00:00.560000Z,1977-01-21T00:00:06.446792Z,S16,MH2,01
1977-01-20T00:00:00.475000Z,1977-01-21T00:00:06.493868Z,S16,SHZ,
1977-01-21T00:00:00.646000Z,1977-01-21T23:59:59.287509Z,S12,MHZ,01
1977-01-21T00:00:00.608000Z,1977-01-21T23:59:59.249509Z,S12,MH1,01
1977-01-21T00:00:00.627000Z,1977-01-21T23:59:59.268509Z,S12,MH2,01
1977-01-21T00:00:00.503000Z,1977-01-22T00:00:03.974698Z,S14,MHZ,00
1977-01-21T00:00:00.465000Z,1977-01-22T00:00:03.936698Z,S14,MH1,00
1977-01-21T00:00:00.484000Z,1977-01-22T00:00:03.955698Z,S14,MH2,00
1977-01-21T00:00:00.399000Z,1977-01-22T00:00:04.002774Z,S14,SHZ,
1977-01-21T00:00:00.498000Z,1977-01-22T00:00:02.158377Z,S15,MHZ,01
1977-01-21T00:00:00.460000Z,1977-01-22T00:00:02.120377Z,S15,MH1,01
1977-01-21T00:00:00.479000Z,1977-01-22T00:00:02.139377Z,S15,MH2,01
1977-01-21T00:00:00.394000Z,1977-01-22T00:00:02.186453Z,S15,SHZ,
1977-01-21T00:00:00.622000Z,1977-01-22T00:00:06.508792Z,S16,MHZ,01
1977-01-21T00:00:00.584000Z,1977-01-22T00:00:06.470792Z,S16,MH1,01
1977-01-21T00:00:00.603000Z,1977-01-22T00:00:06.489792Z,S16,MH2,01
1977-01-21T00:00:00.518000Z,1977-01-22T00:00:06.536868Z,S16,SHZ,
1977-01-22T00:00:00.507000Z,1977-01-22T23:59:59.148509Z,S12,MHZ,01
1977-01-22T00:00:00.469000Z,1977-01-22T23:59:59.110509Z,S12,MH1,01
1977-01-22T00:00:00.488000Z,1977-01-22T23:59:59.129509Z,S12,MH2,01
1977-01-22T00:00:00.121000Z,1977-01-23T00:00:04.196472Z,S14,MHZ,00
1977-01-22T00:00:00.083000Z,1977-01-23T00:00:04.158472Z,S14,MH1,00
1977-01-22T00:00:00.102000Z,1977-01-23T00:00:04.177472Z,S14,MH2,00
1977-01-22T00:00:00.017000Z,1977-01-23T00:00:04.224547Z,S14,SHZ,
1977-01-22T00:00:00.283000Z,1977-01-23T00:00:02.547151Z,S15,MHZ,01
1977-01-22T00:00:00.245000Z,1977-01-23T00:00:02.509151Z,S15,MH1,01
1977-01-22T00:00:00.264000Z,1977-01-23T00:00:02.528151Z,S15,MH2,01
1977-01-22T00:00:00.179000Z,1977-01-23T00:00:02.575226Z,S15,SHZ,
1977-01-22T00:00:00.665000Z,1977-01-23T00:00:06.551792Z,S16,MHZ,01
1977-01-22T00:00:00.627000Z,1977-01-23T00:00:06.513792Z,S16,MH1,01
1977-01-22T00:00:00.646000Z,1977-01-23T00:00:06.532792Z,S16,MH2,01
1977-01-22T00:00:00.561000Z,1977-01-23T00:00:06.579868Z,S16,SHZ,
1977-01-23T00:00:00.379000Z,1977-01-23T23:59:59.020509Z,S12,MHZ,01
1977-01-23T00:00:00.341000Z,1977-01-23T23:59:58.982509Z,S12,MH1,01
1977-01-23T00:00:00.360000Z,1977-01-23T23:59:59.001509Z,S12,MH2,01
1977-01-23T00:00:00.341000Z,1977-01-24T00:00:04.416472Z,S14,MHZ,00
1977-01-23T00:00:00.303000Z,1977-01-24T00:00:04.378472Z,S14,MH1,00
1977-01-23T00:00:00.322000Z,1977-01-24T00:00:04.397472Z,S14,MH2,00
1977-01-23T00:00:00.237000Z,1977-01-24T00:00:04.444547Z,S14,SHZ,
1977-01-23T00:00:00.685000Z,1977-01-24T00:00:02.345377Z,S15,MHZ,01
1977-01-23T00:00:00.647000Z,1977-01-24T00:00:02.307377Z,S15,MH1,01
1977-01-23T00:00:00.666000Z,1977-01-24T00:00:02.326377Z,S15,MH2,01
1977-01-23T00:00:00.581000Z,1977-01-24T00:00:02.373453Z,S15,SHZ,
1977-01-23T00:00:00.704000Z,1977-01-24T00:00:05.987019Z,S16,MHZ,01
1977-01-23T00:00:00.666000Z,1977-01-24T00:00:05.949019Z,S16,MH1,01
1977-01-23T00:00:00.685000Z,1977-01-24T00:00:05.968019Z,S16,MH2,01
1977-01-23T00:00:00.600000Z,1977-01-24T00:00:06.015094Z,S16,SHZ,
1977-01-24T00:00:00.265000Z,1977-01-24T23:59:58.906509Z,S12,MHZ,01
1977-01-24T00:00:00.227000Z,1977-01-24T23:59:58.868509Z,S12,MH1,01
1977-01-24T00:00:00.246000Z,1977-01-24T23:59:58.887509Z,S12,MH2,01
1977-01-24T00:00:00.566000Z,1977-01-25T00:00:04.037698Z,S14,MHZ,00
1977-01-24T00:00:00.528000Z,1977-01-25T00:00:03.999698Z,S14,MH1,00
1977-01-24T00:00:00.547000Z,1977-01-25T00:00:04.018698Z,S14,MH2,00
1977-01-24T00:00:00.462000Z,1977-01-25T00:00:04.065774Z,S14,SHZ,
1977-01-24T00:00:00.508000Z,1977-01-25T00:00:13.036302Z,S15,MHZ,01
1977-01-24T00:00:00.470000Z,1977-01-25T00:00:12.998302Z,S15,MH1,01
1977-01-24T00:00:00.489000Z,1977-01-25T00:00:13.017302Z,S15,MH2,01
1977-01-24T00:00:00.404000Z,1977-01-25T00:00:13.064377Z,S15,SHZ,
1977-01-24T00:00:00.142000Z,1977-01-25T00:00:06.028792Z,S16,MHZ,01
1977-01-24T00:00:00.104000Z,1977-01-25T00:00:05.990792Z,S16,MH1,01
1977-01-24T00:00:00.123000Z,1977-01-25T00:00:06.009792Z,S16,MH2,01
1977-01-24T00:00:00.038000Z,1977-01-25T00:00:06.056868Z,S16,SHZ,
1977-01-25T00:00:00.161000Z,1977-01-25T23:59:59.406283Z,S12,MHZ,01
1977-01-25T00:00:00.123000Z,1977-01-25T23:59:59.368283Z,S12,MH1,01
1977-01-25T00:00:00.142000Z,1977-01-25T23:59:59.387283Z,S12,MH2,01
1977-01-25T00:00:00.192000Z,1977-01-26T00:00:04.267472Z,S14,MHZ,00
1977-01-25T00:00:00.154000Z,1977-01-26T00:00:04.229472Z,S14,MH1,00
1977-01-25T00:00:00.173000Z,1977-01-26T00:00:04.248472Z,S14,MH2,00
1977-01-25T00:00:00.088000Z,1977-01-26T00:00:04.295547Z,S14,SHZ,
1977-01-25T00:00:00.274000Z,1977-01-26T00:00:01.934377Z,S15,MHZ,01
1977-01-25T00:00:00.236000Z,1977-01-26T00:00:01.896377Z,S15,MH1,01
1977-01-25T00:00:00.255000Z,1977-01-26T00:00:01.915377Z,S15,MH2,01
1977-01-25T00:00:00.170000Z,1977-01-26T00:00:01.962453Z,S15,SHZ,
1977-01-25T00:00:00.183000Z,1977-01-26T00:00:06.069792Z,S16,MHZ,01
1977-01-25T00:00:00.145000Z,1977-01-26T00:00:06.031792Z,S16,MH1,01
1977-01-25T00:00:00.164000Z,1977-01-26T00:00:06.050792Z,S16,MH2,01
1977-01-25T00:00:00.079000Z,1977-01-26T00:00:06.097868Z,S16,SHZ,
1977-01-26T00:00:00.676000Z,1977-01-26T23:59:59.317509Z,S12,MHZ,01
1977-01-26T00:00:00.638000Z,1977-01-26T23:59:59.279509Z,S12,MH1,01
1977-01-26T00:00:00.657000Z,1977-01-26T23:59:59.298509Z,S12,MH2,01
1977-01-26T00:00:00.425000Z,1977-01-27T00:00:04.500472Z,S14,MHZ,00
1977-01-26T00:00:00.387000Z,1977-01-27T00:00:04.462472Z,S14,MH1,00
1977-01-26T00:00:00.406000Z,1977-01-27T00:00:04.481472Z,S14,MH2,00
1977-01-26T00:00:00.321000Z,1977-01-27T00:00:04.528547Z,S14,SHZ,
1977-01-26T00:00:00.142000Z,1977-01-27T00:00:02.406151Z,S15,MHZ,01
1977-01-26T00:00:00.104000Z,1977-01-27T00:00:02.368151Z,S15,MH1,01
1977-01-26T00:00:00.123000Z,1977-01-27T00:00:02.387151Z,S15,MH2,01
1977-01-26T00:00:00.038000Z,1977-01-27T00:00:02.434226Z,S15,SHZ,
1977-01-26T00:00:00.225000Z,1977-01-27T00:00:06.715566Z,S16,MHZ,01
1977-01-26T00:00:00.187000Z,1977-01-27T00:00:06.677566Z,S16,MH1,01
1977-01-26T00:00:00.206000Z,1977-01-27T00:00:06.696566Z,S16,MH2,01
1977-01-26T00:00:00.121000Z,1977-01-27T00:00:06.743642Z,S16,SHZ,
1977-01-27T00:00:00.593000Z,1977-01-27T23:59:59.234509Z,S12,MHZ,01
1977-01-27T00:00:00.555000Z,1977-01-27T23:59:59.196509Z,S12,MH1,01
1977-01-27T00:00:00.574000Z,1977-01-27T23:59:59.215509Z,S12,MH2,01
1977-01-27T00:00:00.661000Z,1977-01-28T00:00:04.132698Z,S14,MHZ,00
1977-01-27T00:00:00.623000Z,1977-01-28T00:00:04.094698Z,S14,MH1,00
1977-01-27T00:00:00.642000Z,1977-01-28T00:00:04.113698Z,S14,MH2,00
1977-01-27T00:00:00.557000Z,1977-01-28T00:00:04.160774Z,S14,SHZ,
1977-01-27T00:00:00.620000Z,1977-01-28T00:00:02.280377Z,S15,MHZ,01
1977-01-27T00:00:00.582000Z,1977-01-28T00:00:02.242377Z,S15,MH1,01
1977-01-27T00:00:00.601000Z,1977-01-28T00:00:02.261377Z,S15,MH2,01
1977-01-27T00:00:00.516000Z,1977-01-28T00:00:02.308453Z,S15,SHZ,
1977-01-27T00:00:00.313000Z,1977-01-28T00:00:07.407340Z,S16,MHZ,01
1977-01-27T00:00:00.275000Z,1977-01-28T00:00:07.369340Z,S16,MH1,01
1977-01-27T00:00:00.294000Z,1977-01-28T00:00:07.388340Z,S16,MH2,01
1977-01-27T00:00:00.209000Z,1977-01-28T00:00:07.435415Z,S16,SHZ,
1977-01-28T00:00:00.522000Z,1977-01-28T23:59:59.163509Z,S12,MHZ,01
1977-01-28T00:00:00.484000Z,1977-01-28T23:59:59.125509Z,S12,MH1,01
1977-01-28T00:00:00.503000Z,1977-01-28T23:59:59.144509Z,S12,MH2,01
1977-01-28T00:00:00.298000Z,1977-01-29T00:00:04.373472Z,S14,MHZ,00
1977-01-28T00:00:00.260000Z,1977-01-29T00:00:04.335472Z,S14,MH1,00
1977-01-28T00:00:00.279000Z,1977-01-29T00:00:04.354472Z,S14,MH2,00
1977-01-28T00:00:00.194000Z,1977-01-29T00:00:04.401547Z,S14,SHZ,
1977-01-28T00:00:00.129000Z,1977-01-29T00:00:04.204472Z,S15,MHZ,01
1977-01-28T00:00:00.091000Z,1977-01-29T00:00:04.166472Z,S15,MH1,01
1977-01-28T00:00:00.110000Z,1977-01-29T00:00:04.185472Z,S15,MH2,01
1977-01-28T00:00:00.025000Z,1977-01-29T00:00:04.232547Z,S15,SHZ,
1977-01-28T00:00:00.439000Z,1977-01-29T00:00:07.533340Z,S16,MHZ,01
1977-01-28T00:00:00.401000Z,1977-01-29T00:00:07.495340Z,S16,MH1,01
1977-01-28T00:00:00.420000Z,1977-01-29T00:00:07.514340Z,S16,MH2,01
1977-01-28T00:00:00.335000Z,1977-01-29T00:00:07.561415Z,S16,SHZ,
1977-01-29T00:00:00.461000Z,1977-01-30T00:00:00.310057Z,S12,MHZ,01
1977-01-29T00:00:00.423000Z,1977-01-30T00:00:00.272057Z,S12,MH1,01
1977-01-29T00:00:00.442000Z,1977-01-30T00:00:00.291057Z,S12,MH2,01
1977-01-29T00:00:00.542000Z,1977-01-30T00:00:06.428792Z,S14,MHZ,00
1977-01-29T00:00:00.504000Z,1977-01-30T00:00:06.390792Z,S14,MH1,00
1977-01-29T00:00:00.523000Z,1977-01-30T00:00:06.409792Z,S14,MH2,00
1977-01-29T00:00:00.438000Z,1977-01-30T00:00:06.456868Z,S14,SHZ,
1977-01-29T00:00:00.200000Z,1977-01-30T00:00:04.275472Z,S15,MHZ,01
1977-01-29T00:00:00.162000Z,1977-01-30T00:00:04.237472Z,S15,MH1,01
1977-01-29T00:00:00.181000Z,1977-01-30T00:00:04.256472Z,S15,MH2,01
1977-01-29T00:00:00.096000Z,1977-01-30T00:00:04.303547Z,S15,SHZ,
1977-01-29T00:00:00.463000Z,1977-01-30T00:00:07.557340Z,S16,MHZ,01
1977-01-29T00:00:00.425000Z,1977-01-30T00:00:07.519340Z,S16,MH1,01
1977-01-29T00:00:00.444000Z,1977-01-30T00:00:07.538340Z,S16,MH2,01
1977-01-29T00:00:00.359000Z,1977-01-30T00:00:07.585415Z,S16,SHZ,
1977-01-30T00:00:00.136000Z,1977-01-31T00:00:02.400151Z,S12,MHZ,01
1977-01-30T00:00:00.098000Z,1977-01-31T00:00:02.362151Z,S12,MH1,01
1977-01-30T00:00:00.117000Z,1977-01-31T00:00:02.381151Z,S12,MH2,01
1977-01-30T00:00:00.259000Z,1977-01-31T00:00:06.749566Z,S14,MHZ,00
1977-01-30T00:00:00.221000Z,1977-01-31T00:00:06.711566Z,S14,MH1,00
1977-01-30T00:00:00.240000Z,1977-01-31T00:00:06.730566Z,S14,MH2,00
1977-01-30T00:00:00.155000Z,1977-01-31T00:00:06.777642Z,S14,SHZ,
1977-01-30T00:00:00.260000Z,1977-01-31T00:00:04.335472Z,S15,MHZ,01
1977-01-30T00:00:00.222000Z,1977-01-31T00:00:04.297472Z,S15,MH1,01
1977-01-30T00:00:00.241000Z,1977-01-31T00:00:04.316472Z,S15,MH2,01
1977-01-30T00:00:00.156000Z,1977-01-31T00:00:04.363547Z,S15,SHZ,
1977-01-30T00:00:00.643000Z,1977-01-31T00:00:07.133566Z,S16,MHZ,01
1977-01-30T00:00:00.605000Z,1977-01-31T00:00:07.095566Z,S16,MH1,01
1977-01-30T00:00:00.624000Z,1977-01-31T00:00:07.114566Z,S16,MH2,01
1977-01-30T00:00:00.539000Z,1977-01-31T00:00:07.161642Z,S16,SHZ,
1977-01-31T00:00:00.392000Z,1977-02-01T00:00:02.656151Z,S12,MHZ,01
1977-01-31T00:00:00.354000Z,1977-02-01T00:00:02.618151Z,S12,MH1,01
1977-01-31T00:00:00.373000Z,1977-02-01T00:00:02.637151Z,S12,MH2,01
1977-01-31T00:00:00.176000Z,1977-02-01T00:00:06.666566Z,S14,MHZ,00
1977-01-31T00:00:00.138000Z,1977-02-01T00:00:06.628566Z,S14,MH1,00
1977-01-31T00:00:00.157000Z,1977-02-01T00:00:06.647566Z,S14,MH2,00
1977-01-31T00:00:00.072000Z,1977-02-01T00:00:06.694642Z,S14,SHZ,
1977-01-31T00:00:00.647000Z,1977-02-01T00:00:03.514925Z,S15,MHZ,01
1977-01-31T00:00:00.609000Z,1977-02-01T00:00:03.476925Z,S15,MH1,01
1977-01-31T00:00:00.628000Z,1977-02-01T00:00:03.495925Z,S15,MH2,01
1977-01-31T00:00:00.543000Z,1977-02-01T00:00:03.543000Z,S15,SHZ,
1977-01-31T00:00:00.440000Z,1977-02-01T00:00:06.930566Z,S16,MHZ,01
1977-01-31T00:00:00.402000Z,1977-02-01T00:00:06.892566Z,S16,MH1,01
1977-01-31T00:00:00.421000Z,1977-02-01T00:00:06.911566Z,S16,MH2,01
1977-01-31T00:00:00.336000Z,1977-02-01T00:00:06.958642Z,S16,SHZ,
1977-02-01T00:00:00.246000Z,1977-02-02T00:00:03.113925Z,S12,MHZ,01
1977-02-01T00:00:00.208000Z,1977-02-02T00:00:03.075925Z,S12,MH1,01
1977-02-01T00:00:00.227000Z,1977-02-02T00:00:03.094925Z,S12,MH2,01
1977-02-01T00:00:00.171000Z,1977-02-02T00:00:06.661566Z,S14,MHZ,00
1977-02-01T00:00:00.133000Z,1977-02-02T00:00:06.623566Z,S14,MH1,00
1977-02-01T00:00:00.152000Z,1977-02-02T00:00:06.642566Z,S14,MH2,00
1977-02-01T00:00:00.067000Z,1977-02-02T00:00:06.689642Z,S14,SHZ,
1977-02-01T00:00:00.302000Z,1977-02-02T00:00:03.169925Z,S15,MHZ,01
1977-02-01T00:00:00.264000Z,1977-02-02T00:00:03.131925Z,S15,MH1,01
1977-02-01T00:00:00.283000Z,1977-02-02T00:00:03.150925Z,S15,MH2,01
1977-02-01T00:00:00.198000Z,1977-02-02T00:00:03.198000Z,S15,SHZ,
1977-02-01T00:00:00.419000Z,1977-02-02T00:00:06.909566Z,S16,MHZ,01
1977-02-01T00:00:00.381000Z,1977-02-02T00:00:06.871566Z,S16,MH1,01
1977-02-01T00:00:00.400000Z,1977-02-02T00:00:06.890566Z,S16,MH2,01
1977-02-01T00:00:00.315000Z,1977-02-02T00:00:06.937642Z,S16,SHZ,
1977-02-02T00:00:00.598000Z,1977-02-03T00:00:02.862151Z,S12,MHZ,01
1977-02-02T00:00:00.560000Z,1977-02-03T00:00:02.824151Z,S12,MH1,01
1977-02-02T00:00:00.579000Z,1977-02-03T00:00:02.843151Z,S12,MH2,01
1977-02-02T00:00:00.439000Z,1977-02-03T00:00:06.325792Z,S14,MHZ,00
1977-02-02T00:00:00.401000Z,1977-02-03T00:00:06.287792Z,S14,MH1,00
1977-02-02T00:00:00.420000Z,1977-02-03T00:00:06.306792Z,S14,MH2,00
1977-02-02T00:00:00.335000Z,1977-02-03T00:00:06.353868Z,S14,SHZ,
1977-02-02T00:00:00.196000Z,1977-02-03T00:00:03.063925Z,S15,MHZ,01
1977-02-02T00:00:00.158000Z,1977-02-03T00:00:03.025925Z,S15,MH1,01
1977-02-02T00:00:00.177000Z,1977-02-03T00:00:03.044925Z,S15,MH2,01
1977-02-02T00:00:00.092000Z,1977-02-03T00:00:03.092000Z,S15,SHZ,
1977-02-02T00:00:00.523000Z,1977-02-03T00:00:07.013566Z,S16,MHZ,01
1977-02-02T00:00:00.485000Z,1977-02-03T00:00:06.975566Z,S16,MH1,01
1977-02-02T00:00:00.504000Z,1977-02-03T00:00:06.994566Z,S16,MH2,01
1977-02-02T00:00:00.419000Z,1977-02-03T00:00:07.041642Z,S16,SHZ,
1977-02-03T00:00:00.323000Z,1977-02-04T00:00:03.190925Z,S12,MHZ,01
1977-02-03T00:00:00.285000Z,1977-02-04T00:00:03.152925Z,S12,MH1,01
1977-02-03T00:00:00.304000Z,1977-02-04T00:00:03.171925Z,S12,MH2,01
1977-02-03T00:00:00.434000Z,1977-02-04T00:00:06.320792Z,S14,MHZ,00
1977-02-03T00:00:00.396000Z,1977-02-04T00:00:06.282792Z,S14,MH1,00
1977-02-03T00:00:00.415000Z,1977-02-04T00:00:06.301792Z,S14,MH2,00
1977-02-03T00:00:00.330000Z,1977-02-04T00:00:06.348868Z,S14,SHZ,
1977-02-03T00:00:00.264000Z,1977-02-04T00:00:03.131925Z,S15,MHZ,01
1977-02-03T00:00:00.226000Z,1977-02-04T00:00:03.093925Z,S15,MH1,01
1977-02-03T00:00:00.245000Z,1977-02-04T00:00:03.112925Z,S15,MH2,01
1977-02-03T00:00:00.160000Z,1977-02-04T00:00:03.160000Z,S15,SHZ,
1977-02-03T00:00:00.686000Z,1977-02-04T00:00:06.572792Z,S16,MHZ,01
1977-02-03T00:00:00.648000Z,1977-02-04T00:00:06.534792Z,S16,MH1,01
1977-02-03T00:00:00.667000Z,1977-02-04T00:00:06.553792Z,S16,MH2,01
1977-02-03T00:00:00.582000Z,1977-02-04T00:00:06.600868Z,S16,SHZ,
1977-02-04T00:00:00.641000Z,1977-02-05T00:00:02.905151Z,S12,MHZ,01
1977-02-04T00:00:00.603000Z,1977-02-05T00:00:02.867151Z,S12,MH1,01
1977-02-04T00:00:00.622000Z,1977-02-05T00:00:02.886151Z,S12,MH2,01
1977-02-04T00:00:00.645000Z,1977-02-05T00:00:05.928019Z,S14,MHZ,00
